id_report,date_report,description,created_date,lat,lon
255,08/12/2015 12:00:00 AM,Poaching incident,2015/03/23 12:00:00 AM,-7.567352073, 35.10055464
79,09/05/2015 12:00:00 AM,Poaching incident,2015/05/04 12:00:00 AM,-7.551466665, 34.20221473
134,09/05/2015 12:00:00 AM,Poaching incident,2015/09/06 12:00:00 AM,-7.476756217, 34.07849464
177,09/05/2015 12:00:00 AM,Poaching incident,2015/09/06 12:00:00 AM,-7.443597826, 35.17277764
229,09/05/2015 12:00:00 AM,Poaching incident,2015/10/05 12:00:00 AM,-8.087918063, 34.76392159
80,09/06/2015 12:00:00 AM,Poaching incident,2015/10/06 12:00:00 AM,-7.560811267, 34.17745152
135,09/06/2015 12:00:00 AM,Poaching incident,2015/10/07 12:00:00 AM,-7.430528147, 34.10829761
178,09/06/2015 12:00:00 AM,Poaching incident,2015/11/05 12:00:00 AM,-7.451058352, 35.02548118
230,09/06/2015 12:00:00 AM,Poaching incident,2015/11/06 12:00:00 AM,-8.07582255, 34.82323928
81,09/07/2015 12:00:00 AM,Poaching incident,2015/12/04 12:00:00 AM,-7.514409167, 34.1835228
136,09/07/2015 12:00:00 AM,Poaching incident,2015/12/05 12:00:00 AM,-7.557179806, 35.10407829
179,09/07/2015 12:00:00 AM,Poaching incident,2015/12/06 12:00:00 AM,-7.273460092, 35.04498975
231,09/07/2015 12:00:00 AM,Poaching incident,2015/12/07 12:00:00 AM,-8.057389232, 34.78584016
