hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
3C4ACF,35000,53.66492,-1.37188,2017/09/13,05:20:33.050,-128.77,9.45,2256,578,107,DLH491  
3C4ACF,35000,53.65910,-1.34151,2017/09/13,05:20:40.132,-135.95,9.14,2256,578,107,DLH491  
3C4ACF,35000,53.65755,-1.33338,2017/09/13,05:20:42.025,-138.1,9.07,2256,579,107,DLH491  
3C4ACF,35000,53.65336,-1.31157,2017/09/13,05:20:47.138,-144.36,8.95,2256,579,107,DLH491  
3C4ACF,35000,53.65024,-1.29534,2017/09/13,05:20:50.940,-149.47,8.91,2256,579,107,DLH491  
3C4ACF,35000,53.64591,-1.27264,2017/09/13,05:20:56.312,-157.16,8.92,2256,579,107,DLH491  
3C4ACF,35000,53.64498,-1.26795,2017/09/13,05:20:57.301,-158.82,8.93,2256,579,107,DLH491  
3C4ACF,35000,53.64424,-1.26407,2017/09/13,05:20:58.281,-160.2,8.94,2256,579,107,DLH491  
3C4ACF,35000,53.64345,-1.25982,2017/09/13,05:20:59.266,-161.72,8.96,2256,579,107,DLH491  
3C4ACF,35000,53.63949,-1.23927,2017/09/13,05:21:04.052,-169.19,9.08,2256,579,107,DLH491  
3C4ACF,35000,53.63864,-1.23494,2017/09/13,05:21:05.029,-170.77,9.11,2256,579,107,DLH491  
3C4ACF,35000,53.63707,-1.22683,2017/09/13,05:21:06.935,-173.72,9.18,2256,579,108,DLH491  
3C4ACF,35000,53.63632,-1.22296,2017/09/13,05:21:07.911,-175.12,9.22,2256,579,108,DLH491  
3C4ACF,35000,53.63530,-1.21783,2017/09/13,05:21:09.032,-176.96,9.27,2256,579,108,DLH491  
3C4ACF,34975,53.61901,-1.13369,2017/09/13,05:21:28.686,157.07,10.59,2256,582,108,DLH491  
3C4ACF,34975,53.61808,-1.12901,2017/09/13,05:21:29.734,155.92,10.69,2256,582,108,DLH491  
3C4ACF,35000,53.61556,-1.11608,2017/09/13,05:21:32.753,152.92,10.96,2256,582,108,DLH491  
3C4ACF,34975,53.61468,-1.11140,2017/09/13,05:21:33.799,151.88,11.06,2256,582,108,DLH491  
3C4ACF,35000,53.61310,-1.10318,2017/09/13,05:21:35.762,150.14,11.25,2256,582,108,DLH491  
3C4ACF,35000,53.60976,-1.08600,2017/09/13,05:21:39.762,146.79,11.65,2256,582,108,DLH491  
3C4ACF,35000,53.60815,-1.07784,2017/09/13,05:21:41.599,145.33,11.85,2256,582,108,DLH491  
3C4ACF,34975,53.60408,-1.05681,2017/09/13,05:21:46.577,141.87,12.38,2256,582,108,DLH491  
3C4ACF,34975,53.60316,-1.05210,2017/09/13,05:21:47.629,141.16,12.51,2256,582,108,DLH491  
400953,12400,53.71574,-1.53106,2017/09/13,05:29:49.488,-103.52,12.25,3457,384,119,MON1260 
400953,12550,53.71138,-1.51823,2017/09/13,05:29:54.468,-104.86,11.92,3457,384,119,MON1260 
400953,12550,53.71097,-1.51713,2017/09/13,05:29:54.866,-104.98,11.9,3457,384,119,MON1260 
400953,12600,53.70983,-1.51377,2017/09/13,05:29:56.241,-105.35,11.82,3457,386,119,MON1260 
400953,12700,53.70708,-1.50577,2017/09/13,05:30:00.175,-106.26,11.63,3457,387,119,MON1260 
400953,12750,53.70447,-1.49814,2017/09/13,05:30:02.069,-107.16,11.45,3457,390,119,MON1260 
400953,12925,53.69907,-1.48237,2017/09/13,05:30:08.097,-109.15,11.11,3457,390,119,MON1260 
400953,13000,53.69655,-1.47491,2017/09/13,05:30:10.853,-110.15,10.96,3457,393,120,MON1260 
400953,13025,53.69559,-1.47217,2017/09/13,05:30:11.897,-110.54,10.9,3457,394,119,MON1260 
400953,13050,53.69518,-1.47099,2017/09/13,05:30:12.428,-110.7,10.88,3457,394,119,MON1260 
400953,13075,53.69476,-1.46981,2017/09/13,05:30:12.887,-110.87,10.86,3457,394,119,MON1260 
400953,13175,53.69225,-1.46244,2017/09/13,05:30:15.765,-111.94,10.72,3457,395,120,MON1260 
400953,13200,53.69110,-1.45906,2017/09/13,05:30:16.879,-112.45,10.66,3457,395,120,MON1260 
400953,13225,53.69051,-1.45730,2017/09/13,05:30:17.402,-112.71,10.62,3457,395,120,MON1260 
400953,13250,53.69009,-1.45617,2017/09/13,05:30:17.933,-112.89,10.6,3457,395,120,MON1260 
400953,13275,53.68954,-1.45459,2017/09/13,05:30:18.455,-113.14,10.58,3457,395,120,MON1260 
400953,13300,53.68936,-1.45396,2017/09/13,05:30:18.917,-113.23,10.56,3457,395,120,MON1260 
400953,13325,53.68895,-1.45278,2017/09/13,05:30:19.369,-113.41,10.54,3457,395,120,MON1260 
400953,13375,53.68739,-1.44831,2017/09/13,05:30:20.812,-114.13,10.47,3457,395,120,MON1260 
400953,13450,53.68623,-1.44486,2017/09/13,05:30:22.325,-114.69,10.41,3457,395,120,MON1260 
400953,13525,53.68483,-1.44086,2017/09/13,05:30:23.634,-115.36,10.35,3457,395,120,MON1260 
400953,13625,53.68309,-1.43576,2017/09/13,05:30:25.665,-116.23,10.27,3457,395,120,MON1260 
400953,13675,53.68218,-1.43299,2017/09/13,05:30:26.775,-116.7,10.23,3457,392,120,MON1260 
400953,13850,53.67943,-1.42508,2017/09/13,05:30:29.722,-118.14,10.12,3457,391,120,MON1260 
400953,13875,53.67902,-1.42399,2017/09/13,05:30:30.181,-118.35,10.11,3457,391,120,MON1260 
400953,14450,53.66670,-1.38804,2017/09/13,05:30:43.685,-125.76,9.73,3457,391,120,MON1260 
400953,14700,53.65910,-1.36607,2017/09/13,05:30:52.074,-131.08,9.61,3457,394,120,MON1260 
400953,14725,53.65811,-1.36319,2017/09/13,05:30:53.054,-131.82,9.6,3457,395,120,MON1260 
400953,14775,53.65634,-1.35802,2017/09/13,05:30:55.089,-133.18,9.59,3457,396,120,MON1260 
400953,14775,53.65576,-1.35634,2017/09/13,05:30:55.610,-133.63,9.58,3457,396,120,MON1260 
400953,14800,53.65540,-1.35524,2017/09/13,05:30:56.135,-133.92,9.58,3457,396,120,MON1260 
400953,14800,53.65481,-1.35358,2017/09/13,05:30:56.656,-134.37,9.58,3457,397,120,MON1260 
400953,14825,53.65530,-1.35501,2017/09/13,05:30:57.188,-133.99,9.58,3457,397,120,MON1260 
400953,14850,53.65336,-1.34946,2017/09/13,05:30:58.167,-135.51,9.58,3457,397,120,MON1260 
400953,14875,53.65299,-1.34841,2017/09/13,05:30:58.627,-135.8,9.58,3457,397,120,MON1260 
400953,14925,53.65122,-1.34324,2017/09/13,05:31:00.590,-137.25,9.57,3457,399,120,MON1260 
400953,14950,53.65080,-1.34211,2017/09/13,05:31:01.114,-137.58,9.58,3457,399,120,MON1260 
400953,14950,53.65043,-1.34090,2017/09/13,05:31:01.509,-137.92,9.57,3457,399,120,MON1260 
400953,14975,53.65006,-1.33985,2017/09/13,05:31:01.907,-138.22,9.58,3457,399,120,MON1260 
400953,14975,53.64944,-1.33806,2017/09/13,05:31:02.490,-138.74,9.58,3457,400,120,MON1260 
400953,15000,53.64903,-1.33688,2017/09/13,05:31:02.948,-139.08,9.58,3457,400,120,MON1260 
400953,17300,53.59744,-1.18872,2017/09/13,05:31:58.524,174.17,11.56,3457,399,120,MON1260 
400953,17350,53.59568,-1.18362,2017/09/13,05:32:00.355,172.8,11.68,3457,395,120,MON1260 
400953,17525,53.58572,-1.15510,2017/09/13,05:32:11.106,165.76,12.39,3457,403,120,MON1260 
44001E,37000,53.58447,-1.57104,2017/09/13,05:34:46.680,-120.68,17.8,2201,,,
A18DD3,41000,53.60252,-1.58313,2017/09/13,06:00:22.571,-117.64,17.39,,,,
A18DD3,41000,53.60178,-1.57904,2017/09/13,06:00:23.553,-117.99,17.31,,,,
A18DD3,41000,53.59745,-1.55448,2017/09/13,06:00:29.450,-120.22,16.84,7623,,,N2FE    
A18DD3,41000,53.58209,-1.46781,2017/09/13,06:00:50.685,-130.03,15.48,7623,550,106,N2FE    
A18DD3,41000,53.58128,-1.46338,2017/09/13,06:00:51.794,-130.63,15.42,7623,550,106,N2FE    
A18DD3,41000,53.54324,-1.25048,2017/09/13,06:01:43.826,-170.91,14.86,7623,554,106,N2FE    
A18DD3,41000,53.53866,-1.22514,2017/09/13,06:01:49.987,-176.54,15.07,7623,554,106,N2FE    
A18DD3,41000,53.48817,-0.94734,2017/09/13,06:02:57.028,140.29,20.35,7623,555,106,N2FE    
4068F5,10475,53.69893,-1.58564,2017/09/13,06:15:25.024,-104.16,14.42,,341,138,
4068F5,10800,53.67524,-1.55109,2017/09/13,06:15:44.087,-109.3,13.94,3473,367,139,EXS253  
4068F5,10825,53.67384,-1.54923,2017/09/13,06:15:45.142,-109.62,13.92,3473,367,139,EXS253  
4068F5,10850,53.67264,-1.54721,2017/09/13,06:15:46.119,-109.92,13.9,3473,367,139,EXS253  
4068F5,10875,53.67133,-1.54531,2017/09/13,06:15:47.106,-110.23,13.88,3473,370,139,EXS253  
4068F5,10925,53.67007,-1.54350,2017/09/13,06:15:48.087,-110.53,13.86,3473,370,139,EXS253  
4068F5,11475,53.65453,-1.52096,2017/09/13,06:16:00.012,-114.4,13.72,3473,370,139,EXS253  
4068F5,11925,53.64182,-1.50198,2017/09/13,06:16:09.650,-117.86,13.66,3473,374,139,EXS253  
4068F5,12100,53.63718,-1.49634,2017/09/13,06:16:13.124,-119.07,13.7,3473,374,139,EXS253  
4068F5,12200,53.63457,-1.49265,2017/09/13,06:16:15.150,-119.8,13.71,3473,374,139,EXS253  
4068F5,12325,53.63187,-1.48880,2017/09/13,06:16:17.181,-120.57,13.72,3473,374,139,EXS253  
4068F5,12375,53.63037,-1.48703,2017/09/13,06:16:18.298,-120.97,13.74,3473,374,139,EXS253  
4068F5,12425,53.62902,-1.48324,2017/09/13,06:16:19.343,-121.53,13.7,3473,375,139,EXS253  
4068F5,13050,53.61202,-1.46054,2017/09/13,06:16:32.123,-126.49,13.9,3473,375,139,EXS253  
4068F5,13150,53.60918,-1.45666,2017/09/13,06:16:34.225,-127.36,13.95,3473,375,139,EXS253  
484007,33000,53.59131,-1.57088,2017/09/13,06:19:04.555,-119.85,17.51,,611,106,
484007,33000,53.58973,-1.56216,2017/09/13,06:19:06.585,-120.65,17.35,2071,611,106,KLM282  
484007,33000,53.58316,-1.52556,2017/09/13,06:19:14.782,-124.33,16.73,2071,611,106,KLM282  
3C650C,37000,53.61226,-1.59205,2017/09/13,06:23:53.157,-115.86,17.27,,,,
3C650C,37000,53.59638,-1.49834,2017/09/13,06:24:15.700,-124.98,15.49,,545,105,
3C650C,37000,53.59566,-1.49430,2017/09/13,06:24:16.756,-125.46,15.43,,546,105,
3C650C,37000,53.59497,-1.49022,2017/09/13,06:24:17.864,-125.94,15.37,2027,546,105,
3C650C,37000,53.58110,-1.40860,2017/09/13,06:24:38.181,-137.59,14.38,2027,546,105,DLH481  
3C650C,37000,53.58041,-1.40452,2017/09/13,06:24:39.165,-138.28,14.35,2027,546,105,DLH481  
3C650C,36975,53.56636,-1.32268,2017/09/13,06:24:59.155,-154.11,13.99,2027,550,106,DLH481  
3C650C,36975,53.56000,-1.28571,2017/09/13,06:25:08.199,-162.35,14.05,2027,550,106,DLH481  
3C650C,36975,53.55931,-1.28163,2017/09/13,06:25:09.176,-163.29,14.06,2027,550,106,DLH481  
3C650C,36975,53.55716,-1.26931,2017/09/13,06:25:12.060,-166.13,14.12,2027,550,106,DLH481  
3C650C,36975,53.55081,-1.23241,2017/09/13,06:25:20.255,-174.7,14.36,2027,550,106,DLH481  
4CA2CB,35025,53.34563,-1.16769,2017/09/13,06:35:58.804,174.88,26.69,,,,
4B1A3B,38050,53.84641,-1.82050,2017/09/13,06:38:00.167,-84.43,21.91,,410,328,
4B1A3B,38025,53.85118,-1.82569,2017/09/13,06:38:03.118,-84.02,22.14,6703,409,328,EZS23UH 
4B1A3B,38025,53.86203,-1.83738,2017/09/13,06:38:09.480,-83.1,22.66,6703,410,328,EZS23UH 
4B1A3B,38025,53.86331,-1.83872,2017/09/13,06:38:10.459,-83,22.72,6703,410,328,EZS23UH 
4B1A3B,38025,53.86519,-1.84076,2017/09/13,06:38:11.506,-82.85,22.81,6703,410,328,EZS23UH 
4B1A3B,38025,53.86839,-1.84425,2017/09/13,06:38:13.278,-82.59,22.97,6703,409,328,EZS23UH 
3944F2,37975,53.61681,-1.56861,2017/09/13,06:38:33.853,-116.71,16.45,,396,328,
3944F2,37975,53.92529,-1.82404,2017/09/13,06:41:38.068,-76.98,23.22,5610,406,336,AFR16MA 
3944F2,37975,53.93088,-1.82836,2017/09/13,06:41:41.215,-76.55,23.48,5610,406,336,AFR16MA 
3944F2,37975,53.93589,-1.83221,2017/09/13,06:41:44.158,-76.18,23.71,5610,406,336,AFR16MA 
485345,32975,53.53436,-1.58352,2017/09/13,06:47:42.498,-125.51,20.29,,,,KLM214  
485345,32975,53.52902,-1.55715,2017/09/13,06:47:48.458,-128.08,19.94,6253,609,108,KLM214  
485345,32975,53.52805,-1.55221,2017/09/13,06:47:49.504,-128.59,19.88,6253,609,108,KLM214  
485345,32975,53.52721,-1.54818,2017/09/13,06:47:50.420,-129.01,19.83,6253,609,108,KLM214  
40624E,28000,53.61291,-1.47645,2017/09/13,06:53:53.866,-124.69,14.23,,368,336,
40624E,28025,53.64587,-1.50198,2017/09/13,06:54:15.166,-117.21,13.51,4466,368,336,
40624E,28025,53.64743,-1.50317,2017/09/13,06:54:16.147,-116.86,13.48,4466,368,336,
40624E,28050,53.65955,-1.51256,2017/09/13,06:54:23.949,-114.18,13.3,4466,371,336,
40624E,28050,53.66112,-1.51376,2017/09/13,06:54:24.992,-113.83,13.28,4466,371,336,
40624E,28050,53.66299,-1.51517,2017/09/13,06:54:25.981,-113.43,13.25,4466,371,336,
40624E,28050,53.67515,-1.52460,2017/09/13,06:54:33.781,-110.81,13.13,4466,371,336,
40624E,28050,53.67953,-1.52791,2017/09/13,06:54:36.788,-109.89,13.1,4466,371,336,
40624E,28050,53.68854,-1.53487,2017/09/13,06:54:42.365,-108.01,13.05,4466,371,336,SHT12J  
40624E,28050,53.69289,-1.53824,2017/09/13,06:54:45.373,-107.11,13.04,4466,371,336,SHT12J  
40624E,28050,53.71500,-1.55529,2017/09/13,06:54:59.594,-102.73,13.07,4466,371,336,SHT12J  
40624E,28050,53.72090,-1.55982,2017/09/13,06:55:03.335,-101.6,13.1,4466,370,336,SHT12J  
40624E,28050,53.72713,-1.56469,2017/09/13,06:55:07.330,-100.43,13.15,4466,370,336,SHT12J  
40624E,28050,53.73176,-1.56830,2017/09/13,06:55:10.282,-99.58,13.2,4466,370,336,SHT12J  
40624E,28000,53.78041,-1.60620,2017/09/13,06:55:41.604,-91.4,14.08,4466,370,336,SHT12J  
40624E,28000,53.79094,-1.61436,2017/09/13,06:55:48.423,-89.81,14.35,4466,370,336,SHT12J  
40624E,28000,53.79865,-1.62040,2017/09/13,06:55:53.533,-88.69,14.58,4466,369,336,SHT12J  
40624E,28000,53.80857,-1.62808,2017/09/13,06:55:59.949,-87.29,14.88,4466,369,336,SHT12J  
40624E,28000,53.81506,-1.63312,2017/09/13,06:56:04.079,-86.41,15.09,4466,369,336,SHT12J  
40624E,28000,53.85419,-1.66354,2017/09/13,06:56:29.570,-81.54,16.54,4466,366,336,SHT12J  
40624E,28000,53.86341,-1.67073,2017/09/13,06:56:35.470,-80.5,16.92,4466,366,336,SHT12J  
40624E,28000,53.87599,-1.68059,2017/09/13,06:56:43.598,-79.14,17.47,4466,365,336,SHT12J  
40624E,28000,53.87723,-1.68154,2017/09/13,06:56:44.453,-79.01,17.52,4466,365,336,SHT12J  
40624E,27975,53.88058,-1.68422,2017/09/13,06:56:46.615,-78.66,17.67,4466,365,336,SHT12J  
40624E,27975,53.88366,-1.68664,2017/09/13,06:56:48.710,-78.35,17.81,4466,365,336,SHT12J  
40624E,27975,53.88519,-1.68781,2017/09/13,06:56:49.627,-78.19,17.88,4466,365,336,SHT12J  
40624E,27975,53.88794,-1.69004,2017/09/13,06:56:51.526,-77.92,18.01,4466,365,336,SHT12J  
40624E,27975,53.88950,-1.69127,2017/09/13,06:56:52.573,-77.76,18.08,4466,366,335,SHT12J  
40624E,27975,53.89101,-1.69246,2017/09/13,06:56:53.562,-77.61,18.15,4466,366,335,SHT12J  
40624E,27950,53.92332,-1.71795,2017/09/13,06:57:14.528,-74.61,19.7,4466,366,336,SHT12J  
40624E,25750,54.02587,-1.79845,2017/09/13,06:58:23.467,-67.22,25.18,4466,366,336,SHT12J  
40624E,25550,54.03154,-1.80293,2017/09/13,06:58:27.206,-66.89,25.5,4466,366,336,SHT12J  
40624E,25450,54.03425,-1.80499,2017/09/13,06:58:29.103,-66.73,25.65,4466,357,336,SHT12J  
40624E,25400,54.03575,-1.80623,2017/09/13,06:58:30.025,-66.64,25.74,4466,357,336,SHT12J  
40624E,25350,54.03694,-1.80717,2017/09/13,06:58:30.871,-66.57,25.81,4466,357,336,SHT12J  
40624E,25300,54.03844,-1.80838,2017/09/13,06:58:31.863,-66.49,25.89,4466,358,336,SHT12J  
40624E,25250,54.03992,-1.80953,2017/09/13,06:58:32.840,-66.41,25.98,4466,358,336,SHT12J  
40624E,24075,54.10078,-1.85750,2017/09/13,06:59:13.474,-63.3,29.53,4466,358,336,SHT12J  
40624E,24025,54.11092,-1.86549,2017/09/13,06:59:20.284,-62.84,30.13,4466,358,336,SHT12J  
ABC29A,34000,53.67558,-1.07274,2017/09/13,07:03:24.195,131.19,8.39,,383,281,
ABC29A,34000,53.67595,-1.07580,2017/09/13,07:03:25.244,131.74,8.31,,383,281,
ABC29A,34000,53.67664,-1.08184,2017/09/13,07:03:27.281,132.89,8.15,2125,383,281,DAL133  
ABC29A,34000,53.67701,-1.08522,2017/09/13,07:03:29.440,133.56,8.07,2125,383,281,DAL133  
ABC29A,34000,53.67766,-1.09088,2017/09/13,07:03:30.358,134.74,7.93,2125,383,281,DAL133  
4CC267,37975,53.60509,-1.35964,2017/09/13,07:03:31.077,-142.1,12.3,,434,330,
ABC29A,34000,53.67801,-1.09377,2017/09/13,07:03:31.342,135.35,7.86,2125,383,281,DAL133  
ABC29A,34000,53.67831,-1.09645,2017/09/13,07:03:32.261,135.95,7.79,2125,383,281,DAL133  
ABC29A,34000,53.67865,-1.09957,2017/09/13,07:03:33.311,136.67,7.72,2125,383,281,DAL133  
ABC29A,34000,53.67934,-1.10522,2017/09/13,07:03:35.273,138,7.58,2125,382,281,DAL133  
ABC29A,34000,53.67962,-1.10784,2017/09/13,07:03:36.186,138.65,7.52,2125,382,281,DAL133  
ABC29A,34000,53.68030,-1.11401,2017/09/13,07:03:38.286,140.25,7.38,2125,382,281,DAL133  
ABC29A,34000,53.68163,-1.12547,2017/09/13,07:03:42.158,143.48,7.13,2125,383,281,DAL133  
ABC29A,34000,53.68199,-1.12861,2017/09/13,07:03:43.207,144.43,7.07,2125,383,281,DAL133  
ABC29A,34000,53.68231,-1.13151,2017/09/13,07:03:44.248,145.34,7.01,2125,383,281,DAL133  
ABC29A,34000,53.68232,-1.13167,2017/09/13,07:03:45.299,145.39,7.01,2125,383,281,DAL133  
ABC29A,34000,53.68334,-1.14072,2017/09/13,07:03:47.394,148.39,6.83,2125,383,281,DAL133  
ABC29A,34000,53.68369,-1.14344,2017/09/13,07:03:48.313,149.33,6.78,2125,383,281,DAL133  
ABC29A,34000,53.68396,-1.14595,2017/09/13,07:03:49.164,150.24,6.73,2125,383,281,DAL133  
ABC29A,34000,53.68432,-1.14928,2017/09/13,07:03:50.281,151.47,6.67,2125,383,281,DAL133  
ABC29A,34000,53.68497,-1.15490,2017/09/13,07:03:52.181,153.63,6.57,2125,384,281,DAL133  
4CC267,38000,53.64230,-1.39573,2017/09/13,07:03:52.575,-129.6,11.05,5624,434,330,ICE541  
4CC267,38000,53.64396,-1.39744,2017/09/13,07:03:53.557,-129.03,11,5624,434,330,ICE541  
ABC29A,34000,53.68570,-1.16125,2017/09/13,07:03:54.345,156.21,6.47,2125,384,281,DAL133  
ABC29A,34000,53.68634,-1.16675,2017/09/13,07:03:56.243,158.55,6.38,2125,384,281,DAL133  
ABC29A,34000,53.68666,-1.16949,2017/09/13,07:03:57.161,159.76,6.34,2125,384,281,DAL133  
ABC29A,34000,53.68702,-1.17247,2017/09/13,07:03:58.206,161.11,6.3,2125,384,281,DAL133  
ABC29A,34000,53.68735,-1.17562,2017/09/13,07:03:59.257,162.57,6.26,2125,384,281,DAL133  
400942,36050,53.60160,-1.45407,2017/09/13,07:03:59.455,-128.79,14.25,,,,
ABC29A,34000,53.68767,-1.17852,2017/09/13,07:04:01.225,163.95,6.22,2125,385,281,DAL133  
ABC29A,34000,53.68977,-1.19711,2017/09/13,07:04:06.532,173.37,6.01,2125,385,281,DAL133  
ABC29A,34000,53.69014,-1.20018,2017/09/13,07:04:07.581,175.02,5.98,2125,385,281,DAL133  
400942,36050,53.61691,-1.46635,2017/09/13,07:04:08.298,-125.11,13.81,1407,422,335,SHT18Z  
ABC29A,34000,53.69009,-1.19993,2017/09/13,07:04:08.498,174.88,5.99,2125,385,281,DAL133  
400942,36050,53.61868,-1.46777,2017/09/13,07:04:09.225,-124.69,13.77,1407,422,335,SHT18Z  
ABC29A,34000,53.69112,-1.20890,2017/09/13,07:04:10.531,179.79,5.92,2125,385,281,DAL133  
ABC29A,34000,53.69183,-1.21540,2017/09/13,07:04:12.697,-176.57,5.88,2125,385,281,DAL133  
400942,36050,53.62573,-1.47335,2017/09/13,07:04:13.148,-123.01,13.59,1407,423,335,SHT18Z  
ABC29A,34000,53.69219,-1.21835,2017/09/13,07:04:13.741,-174.91,5.86,2125,385,281,DAL133  
400942,36050,53.62767,-1.47475,2017/09/13,07:04:14.201,-122.56,13.54,1407,423,335,SHT18Z  
ABC29A,34000,53.69326,-1.22772,2017/09/13,07:04:16.889,-169.64,5.82,2125,385,281,DAL133  
ABC29A,34000,53.69362,-1.23094,2017/09/13,07:04:18.000,-167.84,5.82,2125,385,281,DAL133  
4CC267,38000,53.68753,-1.44228,2017/09/13,07:04:18.788,-114.65,10.29,5624,434,330,ICE541  
ABC29A,34000,53.69394,-1.23392,2017/09/13,07:04:18.987,-166.18,5.81,2125,385,281,DAL133  
4CC267,38000,53.68945,-1.44400,2017/09/13,07:04:19.902,-114.08,10.27,5624,434,330,ICE541  
ABC29A,34000,53.69431,-1.23714,2017/09/13,07:04:20.097,-164.4,5.81,2125,385,281,DAL133  
ABC29A,34000,53.69467,-1.24028,2017/09/13,07:04:21.148,-162.69,5.81,2125,385,281,DAL133  
ABC29A,34000,53.69600,-1.25204,2017/09/13,07:04:25.145,-156.44,5.82,2125,385,281,DAL133  
ABC29A,34000,53.69633,-1.25511,2017/09/13,07:04:26.192,-154.88,5.83,2125,385,281,DAL133  
ABC29A,34000,53.69698,-1.26052,2017/09/13,07:04:28.026,-152.17,5.85,2125,385,281,DAL133  
ABC29A,34000,53.69733,-1.26358,2017/09/13,07:04:29.072,-150.68,5.87,2125,384,281,DAL133  
ABC29A,34000,53.72278,-1.48810,2017/09/13,07:05:45.553,-104.1,10.67,2125,385,281,DAL133  
400942,36000,53.79037,-1.60473,2017/09/13,07:05:47.908,-89.89,14.01,1407,420,335,SHT18Z  
4CC267,38000,53.84488,-1.59996,2017/09/13,07:05:49.088,-81.59,14.22,5624,442,330,ICE541  
400942,36000,53.79556,-1.60887,2017/09/13,07:05:50.857,-89.11,14.16,1407,412,335,SHT18Z  
400942,36000,53.80586,-1.61711,2017/09/13,07:05:56.760,-87.62,14.48,1407,412,335,SHT18Z  
4CC267,38000,53.86043,-1.61593,2017/09/13,07:05:57.937,-79.68,15.01,5624,442,330,ICE541  
4CC267,38000,53.87286,-1.62832,2017/09/13,07:06:05.014,-78.26,15.65,5624,442,330,ICE541  
401240,30025,53.47362,-1.57460,2017/09/13,07:06:08.689,-132.13,22.99,,,,
400942,35975,53.83493,-1.64034,2017/09/13,07:06:13.536,-83.72,15.5,1407,412,335,SHT18Z  
401240,30025,53.48071,-1.58211,2017/09/13,07:06:13.800,-130.91,22.8,,364,328,SHT6C   
400942,35975,53.83664,-1.64173,2017/09/13,07:06:14.586,-83.51,15.57,1407,414,335,SHT18Z  
401240,30025,53.48387,-1.58542,2017/09/13,07:06:16.022,-130.37,22.71,,364,328,SHT6C   
400942,36000,53.84528,-1.64858,2017/09/13,07:06:19.691,-82.45,15.91,1407,413,335,SHT18Z  
400942,36000,53.84734,-1.65022,2017/09/13,07:06:20.748,-82.2,15.99,1407,413,335,SHT18Z  
400942,36000,53.84944,-1.65187,2017/09/13,07:06:21.919,-81.95,16.07,1407,413,335,SHT18Z  
400942,36000,53.85116,-1.65328,2017/09/13,07:06:22.976,-81.75,16.15,1407,413,335,SHT18Z  
400942,36000,53.85461,-1.65603,2017/09/13,07:06:24.937,-81.34,16.29,1407,413,335,SHT18Z  
400942,36000,53.85631,-1.65737,2017/09/13,07:06:26.048,-81.15,16.36,1407,413,335,SHT18Z  
400942,36000,53.85805,-1.65877,2017/09/13,07:06:27.099,-80.95,16.43,1407,413,335,SHT18Z  
4CC267,38000,53.91182,-1.66742,2017/09/13,07:06:27.174,-74.4,17.79,5624,442,330,ICE541  
400942,36000,53.86322,-1.66286,2017/09/13,07:06:29.986,-80.36,16.65,1407,413,335,SHT18Z  
4CC267,38000,53.91719,-1.67267,2017/09/13,07:06:30.249,-73.93,18.09,5624,442,330,ICE541  
400942,36000,53.86494,-1.66427,2017/09/13,07:06:31.031,-80.17,16.73,1407,413,335,SHT18Z  
400942,36000,53.86670,-1.66561,2017/09/13,07:06:32.080,-79.97,16.8,1407,413,335,SHT18Z  
4CC267,38000,53.92076,-1.67628,2017/09/13,07:06:32.282,-73.62,18.29,5624,442,330,ICE541  
ABC29A,34000,53.73802,-1.62433,2017/09/13,07:06:32.477,-97.41,15.04,2125,387,281,DAL133  
400942,36000,53.86839,-1.66701,2017/09/13,07:06:32.999,-79.79,16.88,1407,413,335,SHT18Z  
4CC267,38000,53.92639,-1.68164,2017/09/13,07:06:35.491,-73.14,18.61,5624,442,330,ICE541  
4CC267,38000,53.93021,-1.68519,2017/09/13,07:06:37.713,-72.82,18.82,5624,442,330,ICE541  
400942,36000,53.88152,-1.67743,2017/09/13,07:06:40.663,-78.39,17.46,1407,412,335,SHT18Z  
400942,36000,53.88322,-1.67879,2017/09/13,07:06:41.520,-78.21,17.54,1407,412,335,SHT18Z  
400942,36000,53.88460,-1.67989,2017/09/13,07:06:42.498,-78.07,17.6,1407,412,335,SHT18Z  
401240,30000,53.52525,-1.62953,2017/09/13,07:06:45.119,-123.34,21.79,,364,328,SHT6C   
400942,36000,53.88975,-1.68406,2017/09/13,07:06:45.449,-77.55,17.84,1407,412,335,SHT18Z  
400942,36000,53.89151,-1.68546,2017/09/13,07:06:46.307,-77.37,17.92,1407,413,335,SHT18Z  
400942,36000,53.89460,-1.68794,2017/09/13,07:06:48.198,-77.07,18.07,1407,413,335,SHT18Z  
400942,36000,53.89804,-1.69068,2017/09/13,07:06:50.229,-76.73,18.23,1407,413,335,SHT18Z  
400942,36000,53.89975,-1.69205,2017/09/13,07:06:51.212,-76.57,18.31,1407,413,335,SHT18Z  
400942,36000,53.93239,-1.71771,2017/09/13,07:07:10.028,-73.62,19.92,1407,413,335,SHT18Z  
400942,35975,54.01639,-1.75271,2017/09/13,07:07:54.066,-66.4,23.53,1407,443,357,SHT18Z  
400942,35975,54.01886,-1.75295,2017/09/13,07:07:55.175,-66.18,23.62,1407,443,357,SHT18Z  
400942,35975,54.03447,-1.75365,2017/09/13,07:08:02.712,-64.78,24.19,1407,445,358,SHT18Z  
